entries|examples|translation|nwords|counter|firsttime|lasttime
die Überraschung,-en|1. Ich habe eine Überraschung für dich. 2. Das ist ja eine Überraschung. Ich dachte, du bist im Urlaub.|1. I have a surprise for you. 2. That's a surprise. I thought you are on vacation. |2|0|never|never
überreden, überredet, überredete, hat überredet|Zuerst wollte ich nicht, aber mein Bruder hat mich überredet, einen Englischkurs zu machen.|First, I did not want, but my brother persuaded me to make an English course. |4|0|never|never
die Überschrift, -en|1. Der Artikel erschien unter der folgenden Überschrift: „…“ 2. Die Überschrift passt überhaupt nicht zum Inhalt des Artikels.|"1. The article appeared under the following heading: ""..."" the headline: ""..."" 2. The headline does not fit at all to the content of the article. "|2|0|never|never
übersetzen, übersetzt, übersetzte, hat übersetzt|Können Sie mir bitte diesen Brief übersetzen?|Can you please translate me this letter? |4|0|never|never
der Übersetzer, - die Übersetzerin, -nen|Meine Tochter möchte als Übersetzerin arbeiten.|My daughter wants to work as a translator. |3|0|never|never
die Übersetzung, -en|Die Übersetzung des Buches ist sehr gut.|The translation of the book is very good. |2|0|never|never
die Überstunde, -n|Ich muss heute Überstunden machen.|I have to run overtime today. |2|0|never|never
überübertreiben, übertreibt, übertrieb, hat übertrieben|Ein bisschen Sport ist gesund. Aber man sollte es nicht übertreiben.|A little sport is healthy. But you should not exaggerate it. |4|0|never|never
überweisen, überweist, überwies, hat überwiesen|1. Ich überweise dir das Geld. 2. Der Arzt hat mich ins Krankenhaus überwiesen.|1. I take the money. 2. The doctor has transferred me to the hospital. |4|0|never|never
die Überweisung, - en|1. Sie können bar oder per Überweisung bezahlen. 2. Der Hausarzt hat mir eine Überweisung fürs Krankenhaus gegeben.|1. You can pay cash or by bank transfer. 2. The family doctor gave me a transfer for the hospital. given for the hospital. |2|0|never|never
(sich) überzeugen, überzeugt, überzeugte, hat überzeugt die Überzeugung, -en|1. Ihr Vorschlag überzeugt mich gar nicht. 2. Ich bin fest davon überzeugt, dass meine Entscheidung richtig ist. Wie bist du zu dieser Überzeugung gekommen?|1. Your suggestion does not convince me. 2. I am firmly convinced that my decision is right. How did you come to this conviction? |5|1|2021/04/17|2021/04/17
üblich|In Deutschland ist es üblich, früh zu Abend zu essen.|In Germany, it is common to din early in the evening. |1|0|never|never
übrig|Ist noch etwas zu essen übrig?|Is there something else left? |1|0|never|never
übrigens|Übrigens, kennst du schon die neuen Nachbarn?|By the way, do you already know the new neighbors? |1|0|never|never
das Ufer, -|1. Er schwimmt ans Ufer zurück. 2. Am Seeufer ist es schön spazieren zu gehen.|1. He swims back to the shore. 2. On the lakeshore it is nice to go for a walk. |2|0|never|never
die Uhr, -en|1. Wie viel Uhr ist es? 2. Es ist vier Uhr. 3. Um wie viel Uhr müssen wir gehen? 4. Meine Uhr ist stehen geblieben.|1. What time is it? 2. It's four o'clock. 3. At what time do we have to go? 4. My watch has stopped. |2|0|never|never
um|1. Wir treffen uns um 8 Uhr. 2. Die Apotheke ist gleich um die Ecke. 3. Die Benzinpreise sind schon wieder um 3 % gestiegen.|1. We meet at 8 o'clock. 2. The pharmacy is just around the corner. 3. The gasoline prices have risen by 3% again. |1|0|never|never
umarmen, umarmt, umarmte, hat umarmt|Lass dich zum Abschied umarmen.|Let's hugdle to say goodbye. |4|0|never|never
um … zu|Um gesund zu bleiben, musst du Sport machen und Gemüse essen.|To stay healthy, you have to do sports and eat vegetables. |1|0|never|never
(sich) umdrehen, dreht um, drehte um, hat umgedreht|1. Dreh dich mal um. Da hinten liegt das Buch doch. 2. Dreh das Blatt um; die Lösung steht auf der Rückseite.|1. Turn yourself around. There is the book behind. 2. Turn the sheet around; The solution is on the back. |4|0|never|never
die Umfrage, -n|Wir machen eine Umfrage zum Thema Umweltschutz.|We make a survey on environmental protection. |2|0|never|never
die Umgebung, -en|In der Umgebung von Berlin kann man schöne Ausflüge machen.|In the surroundings of Berlin you can make beautiful excursions. |2|0|never|never
umgehen, geht um, ging um, ist umgegangen|Er kann sehr gut mit Kindern umgehen.|He can handle very well with children. |4|0|never|never
umgekehrt|Nein, umgekehrt: erst der Vorname, dann der Nachname.|No, vice versa: Only the first name, then the last name. |1|0|never|never
die Umleitung, -en|Es gibt wegen des Unfalls eine Umleitung.|There are a diversion because of the accident. |2|0|never|never
umso|1. Je früher wir dort sind, umso besser sind unsere Chancen auf einen guten Sitzplatz. 2. Ich kann dir nicht nur heute, sondern auch morgen helfen. – Umso besser!|1. The sooner we are there, the better our chances are on a good seat. 2. I can help you not only today, but also tomorrow. - All the better! |1|0|never|never
umsonst|1. Ich musste nichts bezahlen. Die Reparatur war umsonst. 2. Nichts hat geholfen, es war alles umsonst.|1. I did not have to pay anything. The repair was free. 2. Nothing has helped, everything was free. |1|0|never|never
umsteigen, steigt um, stieg um, ist umgestiegen|In Ulm müssen Sie umsteigen.|In Ulm you have to change. |4|0|never|never
umtauschen, tauscht um, tauschte um, hat umgetauscht|1. Ich möchte diese Bluse umtauschen. Sie passt mir nicht. 2. Wo kann ich Geld umtauschen?|1. I want to exchange this blouse. She does not suit me. 2. Where can I exchange money? |4|0|never|never
der Umtausch, ¨-e|Ein Umtausch ist leider nicht möglich.|Unfortunately, an exchange is not possible. |2|0|never|never
die Umwelt|Alte Autos sind ein Problem für die Umwelt.|Old cars are a problem for the environment. |1|0|never|never
der Umweltschutz|Das Land muss mehr Geld für Umweltschutz ausgeben.|The country has to spend more money for environmental protection. |1|0|never|never
die Umweltverschmutzung, -en|Die Umweltverschmutzung nimmt weiter zu.|The pollution continues to increase. |2|0|never|never
umziehen, zieht um, zog um, ist umgezogen|Familie Meier ist letzten Monat umgezogen. Sie wohnen nicht mehr hier.|Family Meier has moved last month. You do not live here anymore. |4|0|never|never
der Umzug, ¨-e|Der Umzug ist nächste Woche.|The move is next week. |2|0|never|never
sich umziehen, zieht sich um, zog sich um, hat sich umgezogen|Bevor wir zur Party gehen, möchte ich mich umziehen.|Before we go to the party, I would like to move. |4|0|never|never
un-|1. Der Verkäufer war sehr unfreundlich. 2. Dieses Geräusch ist mir unangenehm. 3. Er kam wie immer unpünktlich.|1. The seller was very rude. 2. This sound is uncomfortable to me. 3. He came as ever unpunctual. |1|0|never|never
unbedingt|Ich muss unbedingt mit dir sprechen.|I definitely have to talk to you. |1|0|never|never
und|1. Ich habe heute und morgen frei. 2. Ich kaufe ein und mein Mann kocht.|1. I free today and tomorrow. 2. I buy one and my husband cooks. |1|0|never|never
der Unfall, ¨-e|Ich hatte letzte Woche einen Unfall.|I had an accident last week. |2|0|never|never
ungefähr|Wie weit ist es bis zum Bahnhof? – Nicht weit, ungefähr zehn Minuten zu Fuß.|How far is it to the station? - Not far, about ten minutes walk. |1|0|never|never
ungewöhnlich|Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.|I find this food unusual, but she tastes good. |1|0|never|never
unglaublich|Es ist unglaublich. Schon wieder so ein Unglück.|It's incredible. Again such a misfortune. |1|0|never|never
das Unglück, -e|Bei dem Unglück gab es viele Verletzte.|There were many injured in the misfortune. |2|0|never|never
unheimlich|1. Ich mag dieses Haus nicht. Es sieht unheimlich aus. 2. Diese Person ist mir unheimlich. 3. Lass uns umkehren. Mir wird im Dunkeln unheimlich. 4. Die Prüfung war unheimlich schwer.|1. I do not like this house. It looks scary. 2. This person is scary to me. 3. Let us reverse. I will be scary in the dark. 4. The exam was scary difficult. |1|0|never|never
die Uniform, -en|In der Schule, die sie besucht, trägt man Uniformen.|In the school you visited, one carries uniforms. |2|0|never|never
die Universität, -en unten|Mein Sohn studiert an der Universität. 1. Wir wohnen im 3. Stock, meine Eltern unten im 1. Stock. 2. Sie ist mal kurz nach unten gegangen.|My son is studying at the university. 1. We live on the 3rd floor, my parents down on the 1st floor. 2. She went down briefly. |2|0|never|never
unter|1. Unter uns wohnt eine Familie mit drei Kindern. 2. Die CDs sind im Regal unter dem Fernseher.|1. Among us a family lives with three children. 2. The CDs are on the shelf under the TV. |1|0|never|never
unter-|Mein Pass ist im unteren Regal.|My passport is in the lower shelf. |1|0|never|never
unterbrechen, unterbricht, unterbrach, hat unterbrochen|1. Wir unterbrechen die Sendung für eine wichtige Nachricht. 2. Bitte unterbrich mich nicht, wenn ich spreche.|1. We interrupt the shipment for an important news. 2. Please do not interfere with me when I speak. |4|0|never|never
(sich) unterhalten, unterhält, unterhielt, hat unterhalten|1. Wir haben uns über das Fußballspiel unterhalten. 2. Ich habe mich bei der Party sehr gut unterhalten.|1. We talked about the football game. 2. I talked very well at the party. |4|0|never|never
die Unterhaltung, -en|Wir wünschen Ihnen gute Unterhaltung.|We wish you lots of fun. |2|0|never|never
die Unterkunft, ¨-e|1. Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft. 2. Ist dieser Preis inklusive Unterkunft und Essen?|1. I come to Hamburg three days and looking for cheap accommodation. 2. Is this price including accommodation and food? |2|0|never|never
die Unterlagen (Pl.)|Ich schicke Ihnen alle Unterlagen mit der Post zu.|I send you all documents with the post office. |1|0|never|never
unterlassen, unterlässt, unterließ, hat unterlassen|Das Rauchen auf den Gängen ist zu unterlassen.|Smoking on the gears is to be omitted. leave. |4|0|never|never
unternehmen, unternimmt, unternahm, hat unternommen|Wollen wir heute Abend noch etwas unternehmen?|Do we want to do something tonight? |4|0|never|never
der Unternehmer, - die Unternehmerin, -nen|Sie ist erfolgreiche Unternehmerin.|She is successful entrepreneur. |3|1|2021/04/17|2021/04/17
unterrichten, unterrichtet, unterrichtete, hat unterrichtet|Meine Frau unterrichtet Spanisch.|My wife teaches Spanish. |4|0|never|never
der Unterricht|Der Unterricht dauert von 17 bis 19 Uhr.|The lessons lasts from 17 to 19 o'clock. |1|0|never|never
untersagt|Es ist untersagt, hier zu rauchen.|It is prohibited to smoke here. |1|0|never|never
unterscheiden, unterscheidet, unterschied, hat unterschieden|Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.|You are very similar. In the photo you can not distinguish you both. |4|1|2021/04/17|2021/04/17
der Unterschied, -e|Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?|Can you tell me what the difference is? Which ticket is cheaper? |2|0|never|never
unterschiedlich|Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich mich für Sprachen.|My brother and I are very different. He is interested in mathematics, I am for languages. |1|1|2021/04/17|2021/04/17
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben|Unterschreiben Sie bitte hier unten rechts.|Please sign here down right. |4|0|never|never
die Unterschrift, -en|Auf dem Schreiben fehlt die Unterschrift.|The signature is missing. |2|0|never|never
unterstreichen, unterstreicht, unterstrich, hat unterstrichen|Wir sollen alle wichtigen Wörter unterstreichen.|We should underline all important words. |4|0|never|never
unterstützen, unterstützt, unterstützte, hat unterstützt|Sie unterstützen mich, wo sie nur können.|They support me where they can only. |4|0|never|never
die Unterstützung, -en|Ich nehme Ihre Unterstützung gern an.|I like to assist your support. |2|0|never|never
untersuchen, untersucht, untersuchte, hat untersucht|Sie sollten sich vom Arzt untersuchen lassen.|You should be examined by the doctor. |4|0|never|never
die Untersuchung, -en|Ich habe morgen eine Untersuchung im Krankenhaus.|I have a study in the hospital tomorrow. |2|1|2021/04/17|2021/04/17
unterwegs|1. Warte auf mich. Ich bin unterwegs und komme gleich. 2. Unterwegs können wir noch etwas essen. 3. Stell dir vor, der Brief war zwei Wochen unterwegs.|1. Wait for me. I'm on the way and come the same. 2. On the way we can eat something else. 3. Imagine that the letter was on the way two weeks. |1|0|never|never
die Urkunde, -n|Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.|If we win the game, we get a certificate. |2|0|never|never
der Urlaub, -e (D, A) → CH: Ferien|Ich habe noch drei Tage Urlaub.|I have three days left. |3|0|never|never
die Ursache, -n|1. Kennt man schon die Unfallursache? 2. Vielen Dank! – Keine Ursache!|1. Do you already know the cause of the accident? 2. Thank you! - Never mind! |2|0|never|never
verursachen, verursacht, verursachte, hat verursacht|Dieser Busfahrer verursachte den Unfall.|This bus driver caused the accident. |4|0|never|never
ursprünglich|Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.|Originally I wanted to work in a restaurant. But then I got bus driver. |1|0|never|never
das Urteil, -e|1. Dein Urteil ist für mich sehr wichtig. 2. Das Urteil des Gerichts erscheint mir zu hart.|1. Your judgment is very important to me. 2. The judgment of the court seems too hard for me. |2|0|never|never
die Vase, -n|Hast du eine Vase für die Blumen?|Do you have a vase for the flowers? |2|0|never|never
der Vater, ¨-|1. Mein Vater arbeitet in einem Restaurant. 2. Herr Müller ist Vater geworden.|1. My dad works in a restaurant. 2. Mr. Müller has become father. |2|0|never|never
vegetarisch|1. Ich mag kein Fleisch. Ich esse am liebsten vegetarisch. 2. Haben Sie auch vegetarische Gerichte?|1. I do not like meat. I like eating vegetarian. 2. Do you also have vegetarian dishes? |1|0|never|never
das Velo, -s (CH) → Fahrrad; D, A: Rad|1. Sie fährt jeden Morgen mit dem Velo zur Arbeit. 2. Am Sonntag fahren wir oft Velo.|1. She drives every morning with the bike to work. 2. On Sunday we often drive Velo. |3|0|never|never
(sich) verabreden, verabredet, verabredete, hat verabredet|Wir haben uns mit Freunden verabredet. Wir wollen zusammen essen.|We have an appointment with friends. We want to eat together. |4|0|never|never
verabredet|Tut mir leid, ich habe keine Zeit. Ich bin mit meiner Freundin verabredet.|I'm sorry, I have no time. I am an appointment with my girlfriend. |1|0|never|never
